"Hugo_Symbol","bladder","breast","cervix","colon","kidney","liver","lung","prostate","salivary","stomach","thyroid","uterus","max_easophagus"
"LY6G6E",0,0,0,0,0,0,4.54,0,0,0,6.335,0,2.53
"ZNF670",48.52,91.41,49.56,44.89,55.69,27.64,48.87,45.69,36.27,43.63,47.335,82.29,45.85
"SOX4",332.14,733.19,872.1,224.97,658.495,51.71,387.02,326.425,358.54,289.02,253.23,878.195,212.78
"PTPRH",35.76,20.11,22.59,314.17,3.81,283.05,4.35,4.445,16.39,358.54,3.2,22.915,30.015
"VAMP4",249.73,356.05,285.03,248,277.21,171.45,366.09,294.09,221.86,242.88,332.14,274.34,422.145
"TMEM52",8.06,37.59,15.11,54.33,31.995,199.85,25.91,43.02,153.34,161.58,23.59,18.29,55.49
"AC069368.3",6.16,5.36,2.48,2.16,0,0,8.45,4.88,3.53,0,10.16,4.135,7.31
"TNFAIP8L3",312,72.01,156.59,148.09,43.785,29.7,187.71,70.015,166.73,101.185,84.04,1155.235,329.85
"TRAM1L1",37.05,80.01,140.04,20.41,182.16,1.6,42.71,84.925,20.26,22.92,110.43,74.585,30.78
"FAM19A5",58.3,36.79,1135.2,61.68,26.745,23.59,65.26,123.07,32.59,27.64,11.685,171.45,89.825
"MS4A8",1.81,0,111.99,74.58,0,0,180.02,70.025,12.45,232.13,0,0,0
"ADCK1",161.02,147.06,144.01,206.94,183.865,102.97,144.01,185.11,153.34,183.185,187.71,164.42,181.28
"BNIPL",111.21,258.57,8.45,5.92,31.3,5.5,189.02,206.25,532.74,20.04,132.435,6.135,1844.76
"DCAF8",1662.49,2287.2,1781.89,1819.35,1970.405,2148.82,1909.85,1970.405,1340.84,1600.28,3325.99,1923.19,3146.52
"CHCHD5",836.53,698.41,1322.37,780.44,1089.15,1001.93,878.17,1096.525,947.83,1183.45,1115.69,805.44,854.13
"C8orf87",0,0,0,0,0,0,0,0,0,0,0,0,0
"CPO",6.16,9.41,5.06,8.06,13.32,4.74,4.17,10.31,2.66,9.2,20.11,7.22,20.71
"PRR4",162.14,368.65,248,163.28,205.52,157.68,182.55,409.15,6121.9,476.725,303.44,269.6,289.02
"ZNF174",176.29,211.31,221.86,182.55,166.175,94.01,144.01,243.725,135.24,181.28,197.09,283.06,243.725
"NXT2",138.1,269.6,218.79,108.9,194.38,105.89,208.38,161.02,217.27,142.01,149.12,114.76,178.77
"KCNIP1",7.63,17.9,107.38,8.71,71,2.29,26.86,29.18,4.78,7.14,16.15,29.165,9.67
"STYXL1",728.11,884.29,1073.91,830.75,839.445,679.29,819.3,1246.66,1135.2,658.395,808,833.64,872.1
"EIF4A3",2209.26,1467.37,1617,1467.37,1477.58,785.88,1225.22,1447.15,2047,1208.34,1359.57,1524.51,2119.22
"KRT75",0,0,0,0,0,0,0,0.27,31.45,0,0,0,2.12
"RASA4B",215.77,217.27,444.72,293.07,355.18,50.98,255,237.035,132.44,366.09,216.52,591.235,525.39
"AMFR",1250.98,1745.2,2319.15,1183.45,4210.26,2163.77,1216.75,1662.49,1407.55,1059.11,1151.06,1721.325,1467.37
"MAP1LC3C",9.34,110.43,2.73,10.08,11.085,1.87,124.37,0.835,16.88,16.15,33.54,8.095,53.95
"AL358813.2",56.28,60.82,115.97,48.87,41.615,23.08,59.97,56.28,29.27,38.12,159.345,63.89,120.94
"MKI67",35.25,27.84,8.78,74.58,7.46,6.78,31.45,13.175,130.6,57.08,8.68,9.815,279.14
"ARHGAP12",325.29,551.56,518.15,432.53,381.715,265.87,412,381.68,295.11,423.625,432.53,299.31,346.29
"C1QA",2417.67,2915.45,2018.8,3639.7,1268.95,3690.52,16960.78,1308.69,1806.78,2018.85,934.76,1392.995,1674.1
"MCM7",1277.29,1498.22,1467.37,1498.22,631.63,457.25,896.64,1008.9,1233.75,977.895,1191.69,1524.44,1295.13
"SOX9",99.43,1066.48,209.84,140.04,417.805,76.71,105.15,796.88,529.06,452.515,565.14,48.87,400.71
"ATF7IP",314.17,483.38,164.42,205.5,296.14,134.3,258.57,264.965,361.04,302.385,359.805,194.36,371.22
"TSEN2",291.04,253.23,356.05,273.37,209.11,127,197.09,260.38,170.25,221.09,320.8,371.23,314.17
"KAT6A",244.57,457.25,260.38,215.77,218.065,106.63,309.83,251.48,215.77,262.2,285.03,282.07,295.11
"RNF149",1191.69,819.3,728.11,759.08,688.78,679.29,1685.71,635.94,934.76,725.595,642.59,700.845,1427.22
"ABCA2",432.53,607.87,808,616.37,662.985,595.34,420.68,656.11,260.38,575.03,1519.15,458.845,836.53
"TM9SF3",1417.35,2047,1388.16,1832.01,1611.495,813.63,1151.06,2216.945,1397.83,1769.57,1326.97,1369.04,1350.18
"REST",202.66,265.87,218.79,152.28,276.24,103.69,186.4,236.215,205.5,205.5,211.31,209.11,218.79
"TMEM8B",441.64,432.53,457.25,406.31,426.57,95.34,334.46,620.67,208.38,364.825,698.41,542.075,759.08
"KLHL36",435.55,559.28,293.07,466.88,529.065,269.6,435.55,525.39,384.34,519.955,658.395,425.09,599.49
"FAM19A1",1.28,2.18,2.29,3.66,6.945,1.19,2.16,14.085,0.42,2.215,3.5,1.82,1.99
"PCDHA5",0.67,3.44,2.53,1.55,7.175,0,2.16,0.96,0.28,1.48,1.36,3.94,1.77
"TMEM74",4.24,6.62,6.62,12.64,3.4,11.38,2.41,3.92,6.31,6.57,3.015,5.495,14.615
"CRTAC1",180.02,94.67,785.88,57.08,149.3,5.96,2061.24,101.2,100.83,28.96,165.59,30.23,118.43
"SNX12",1030.12,974.5,1104.13,915.51,1089.02,441.64,872.1,1081.415,974.5,890.44,896.64,1002.145,890.44
"AL049829.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA1B",5479.15,3081.75,3349.13,3325.99,5012.83,2319.15,2434.5,4328.55,7749.1,2194.045,3395.89,3384.16,4268.94
"VKORC1L1",316.37,825,312,299.25,262.2,289.02,547.75,337.965,281.09,316.37,250.605,277.2,307.69
"ZNF839",185.11,271.48,297.17,193.01,217.28,152.28,208.38,264.95,158.79,152.81,330.99,289.025,228.925
"C1orf177",3.69,1.83,1.43,3.82,1.355,4.39,2.97,1.83,27.05,8.415,0.46,0,202.66
"DENND2C",107.38,56.68,45.21,20.86,21.86,67.59,52.82,46.835,212.78,52.82,37.85,33.66,708.18
"BAI3",36.27,10.71,24.99,39.5,12.27,7.69,30.56,14.085,7.69,9.78,13.52,28.755,53.005
"UNC93B1",642.59,543.96,536.45,575.03,375.215,341.51,1447.15,521.76,567.1,780.44,490.14,324.16,620.67
"MT1G",77.25,503.95,130.6,5041.77,22533.865,145432.49,373.81,8477.415,599.49,7749.29,35981.525,70.52,3716.2
"MED30",379.04,397.93,543.96,403.5,216.52,287.01,406.31,320.8,264.03,312,432.53,540.31,420.68
"ACO1",884.29,1111.82,551.56,647.07,1503.51,1883.54,638.15,618.52,358.54,769.69,569.075,497.19,1242.34
"PCDHB4",85.22,108.14,118.43,35,56.925,5.5,50.27,41.37,21.32,28.25,35.375,127.895,68.31
"RERE",1286.18,1417.35,1487.87,1286.18,1225.22,297.17,941.27,1781.93,802.41,1290.655,1359.57,1997.925,2271.4
"PDF",101.54,78.34,144.01,134.3,258.79,358.54,85.22,140.04,187.71,198.47,159.9,116.375,239.52
"LRRC28",353.59,384.34,368.65,387.02,605.77,921.88,314.17,325.29,379.04,493.56,297.17,307.72,414.87
"ZNHIT1",1457.23,1313.23,2303.12,1844.76,1930.765,4388.98,1697.45,1936.53,1378.57,2224.63,1794.29,2025.825,1264.075
"PREB",748.61,1167.14,825,974.5,1044.615,1359.57,909.17,1336.205,1151.06,921.88,941.27,1373.805,954.43
"RP11-793H13.10",27.25,60.39,37.59,56.28,12.985,15.56,59.97,29.485,14.14,29.375,51.165,49.385,163.295
"CHSY3",36.53,32.59,87.03,8.71,7.485,23.25,47.5,6.41,8.13,10.08,25.54,20.86,13.93
"SBF2",397.93,575.03,518.15,379.04,431.245,190.34,287.01,414.87,287.01,348.71,450.94,392.44,599.49
"KIAA1644",185.11,6.01,190.34,155.5,3.79,1.69,6.36,78.34,15.22,23.085,5.43,454.09,104.055
"MAP3K3",476.71,591.22,447.82,466.88,547.75,172.65,769.69,514.56,283.05,354.82,400.71,635.94,822.15
"CTR9",511,603.67,647.07,389.72,607.87,361.04,460.44,470.14,543.96,381.68,518.15,525.41,493.56
"ZNF652",400.71,674.59,679.29,490.14,364.825,429.54,473.41,740.86,299.25,579.05,491.85,627.17,748.63
"KIAA0513",366.09,101.54,183.82,316.37,127.445,29.7,251.48,204.08,209.84,303.44,77.79,83.165,265.87
"PLSCR2",2.81,2.68,1.75,3.17,15.295,0.89,2.41,3.11,1.35,2.81,8.06,1.5,3.04
"CALM3",8022.41,4268.94,6652.97,6471.02,6037.755,2997.45,4903.87,5594.3,3060.45,6887.79,5112.16,6016.755,4869.99
"CCDC122",87.65,128.79,88.26,72.52,88.265,37.59,72.01,119.68,54.72,74.845,129.69,129.335,78.34
"ZNF76",441.64,559.28,460.44,575.03,607.87,351.14,563.18,691.18,417.77,483.38,1359.57,587.36,981.31
"FAM187A",7.69,25.35,12.45,8.25,55.11,2.94,19.82,16.51,7.46,5.565,47.5,31.45,6.01
"ASB14",4.5,9.06,6.52,5.63,3.69,1.95,7.22,4.52,9.7,7.22,5.73,5.75,10.88
"CLNS1A",2090.03,2417.67,3280.18,1883.54,1703.595,1883.54,1662.49,2054.12,2271.4,1763.455,2287.2,2511.795,2400.97
"TMEM165",1832.01,1199.98,1397.83,988.12,1187.57,293.07,1819.35,1304.15,1487.87,1179.36,1322.37,1127.35,2004.85
"MYL12A",8305.36,11424.74,8134.41,9279.58,10659.59,6607.01,17317.18,6538.695,10808.41,9606.86,8078.22,8248.18,9474.59
"FAM110D",87.03,167.9,297.17,62.12,87.34,12.83,132.44,60.605,35.5,98.04,100.13,256.785,185.11
"SYT7",42.41,373.81,36.01,98.04,217.32,1096.5,42.11,1277.32,149.12,69.28,165.57,66.19,82.87
"RP11-176H8.1",35,74.06,49.21,33.54,44.73,31.22,47.17,49.91,35.76,42.26,47.84,52.265,56.285
"AKAP1",1135.2,1259.69,575.03,1950,783.16,902.89,612.11,1073.935,688.78,1378.57,1044.52,553.57,1997.925
"CCL22",18.97,43.32,13.42,10.96,3.51,4.35,47.5,11.13,65.72,15.06,5.43,4.9,31
"C16orf89",651.58,708.18,463.65,178.77,536.92,9.93,5633.22,154.42,99.43,1369.56,8749.065,190.345,225.865
"WDPCP",61.25,190.34,66.18,44.89,76.44,37.32,74.58,65.49,58.71,71.5,100.13,79.45,75.375
"CREBRF",205.5,379.04,251.48,178.77,303.44,119.26,237.86,265.88,117.6,203.365,387.03,255.005,279.14
"JAKMIP1",6.11,4.24,11.73,14.78,1.73,5.32,17.25,57.69,8.65,11.38,20.71,6.135,8.85
"ARSH",0.84,4.31,0,0,0,0,0,1.53,3.72,0,0,0,4.06
"ADSSL1",325.29,232.94,279.14,92.05,265.14,454.09,134.3,256.785,389.72,206.22,329.84,170.25,292.055
"SUGP2",684.02,684.02,743.43,616.37,597.415,358.54,567.1,881.23,423.61,491.85,1651,947.85,1277.29
"RLF",187.71,228.13,183.82,134.3,94.34,71,146.03,136.665,150.17,116.78,154.42,144.015,180.02
"S100Z",2.39,3,0,2.81,1.33,1.41,7.46,2.26,1.35,2.32,1.385,1.37,2.03
"SPINK1",2148.82,20.86,15.68,1322.37,723.51,571.05,63.89,35.885,2.97,11306.63,3.29,7.46,123.5
"TGIF2-C20orf24",27.84,123.5,45.85,16.27,65.105,128.79,36.27,47.84,48.18,6.57,36.27,127.015,5
"GRPEL2",117.6,154.42,108.14,96.68,145.05,65.72,154.42,116.78,232.94,144.01,122.215,146.04,587.13
"HOXD1",48.18,17,0.84,55.89,103.055,0,67.12,12.225,3.56,9.74,2.635,14.4,10.71
"HILPDA",285.03,511,336.79,161.02,95.1,81.71,231.32,193.685,285.03,208.38,180.65,207.66,1662.49
"ZNF606",77.79,171.45,137.14,120.1,125.68,56.68,100.83,175.07,72.52,128.79,278.17,163.345,190.34
"EPT1",119.26,159.9,98.04,138.1,191.675,253.23,102.25,167.9,206.94,152.81,127.89,73.285,283.05
"PNMA1",1073.91,674.59,1369.04,836.53,985.415,77.79,435.55,1078.17,221.86,583.07,543.96,1195.835,1317.8
"PDIA4",1397.83,1437.15,2573.36,1617,1552.92,4239.45,1551.09,2485.73,1322.37,1600.28,4095,1727.145,1143.1
"MOB1B",187.71,223.41,171.45,120.94,508.06,63.89,215.77,183.82,123.5,118.015,214.27,173.25,202.66
"MMP20",0,1.38,0,0,0,0,0,0,0.14,0,0,0,0
"PIEZO2",62.56,80.57,47.5,59.97,37.84,73.54,158.79,82.305,10,29.165,32.245,17.605,50.27
"SV2C",1.5,2.53,0.87,1.45,0,0.48,0.62,9.595,3,4.92,0.71,0,2.43
"UBC",57448.23,40062.48,37639.55,30785.28,30256.575,23492.92,38164.99,30151.71,50359.33,30047.57,30999.42,33922.56,40904.3
"CLCN1",2.32,6.31,0.36,1,2.945,0.46,1.1,1.685,9.85,1.75,1.305,2.84,9.41
"KRIT1",395.18,620.67,447.82,414.87,388.37,241.19,435.55,460.44,379.04,449.38,676.94,454.09,605.77
"RQCD1",454.09,521.76,444.72,470.14,306.635,267.73,514.56,486.75,514.56,488.445,454.09,497,547.75
"HOMER2",42.71,633.73,119.26,65.72,203.375,974.5,220.32,1662.65,1199.98,813.94,660.68,120.525,854.13
"KIAA0754",25.72,66.65,13.42,17.51,94.01,6.78,46.5,33.66,31.45,35.25,55.885,28.375,45.375
"SGPP1",177.53,241.19,231.32,237.86,811.635,341.51,305.55,235.39,90.14,174.46,195.72,210.575,203.365
"SEZ6L",5.77,3.38,16.03,7.46,0.725,0.95,2.18,5.15,3.23,8.125,2.435,0.725,5.3
"GABARAPL1",2384.37,2319.15,1127.35,1427.22,6887.79,3467.27,2855.44,2148.82,1331.57,1519.15,2537.92,1775.73,3455.29
"WDR19",329.84,633.73,543.96,262.2,372.69,320.8,460.44,373.815,189.02,275.28,1001.93,947.85,796.86
"PRH2",0,2.43,2.36,0,0,8.99,0,0,295.11,0,2.62,2.825,0
"SERPINB2",80.01,13.03,2.97,1.66,0.985,1.95,13.72,2.71,928.3,9.095,1.95,0.94,2664.15
"RP1-170O19.20",5.02,0,3.92,16.63,7.595,0,0,9.165,0,0,0,13.57,0
"ZNF878",6.73,5.06,4.17,4.66,11.38,2.51,4.35,3.575,6.94,5,6.73,4.115,8.51
"PVRL2",1572.76,1685.71,1896.65,1378.57,1890.095,2485.67,1923.14,2418.195,1977.24,2384.37,1594.73,1628.26,2075.59
"ALK",1.85,4.24,2.63,6.78,0.245,0,2.53,1.1,1.28,2.46,1.93,0.76,10.275
"MGST1",8901.53,12676.65,5255.91,4903.87,3957.85,39785.74,7589.61,4450.375,3515.68,4389.09,8598.28,592.645,6471.02
"SGCD",100.13,140.04,63.89,69.52,22.835,20.71,86.43,79.17,41.81,64.805,229.725,137.685,267.73
"FES",423.61,323.03,607.87,273.37,228.13,497,612.11,353.59,170.25,218.795,471.775,547.76,416.32
"NAP1L3",60.82,82.29,486.75,58.71,88.065,14.56,34.02,70.26,17.38,17.705,123.5,244.595,60.82
"TMEM219",3794.3,3419.52,4769.75,4095,4038.61,3639.7,4607.24,4607.24,2935.74,3941.815,3419.52,3742.145,2701.35
"CMA1",91.41,149.12,16.39,63.89,4.15,6.31,16.63,11.17,46.18,31.11,2.305,19.04,85.825
"OSGEP",674.59,629.35,902.89,791.35,476.815,476.71,698.41,674.59,435.55,589.175,1070.195,928.3,756.455
"FAM111B",18.7,21.78,8.92,29.91,5.145,4.9,13.42,13.22,59.97,23.165,5.45,4.96,79.45
"MB",67.59,214.27,6.46,297.17,17.58,24.28,31.9,523.605,1233.75,45.53,64.34,47.04,99.43
"PDLIM7",3639.7,1331.57,3372.43,5076.84,491.85,212.78,1331.57,4575.41,921.88,1957.07,769.69,8480.095,11868.805
"MAP3K13",616.37,616.37,603.67,532.74,805.595,384.34,599.49,638.15,688.78,599.49,723.08,581.08,529.06
"TAS2R38",0.8,0,0,0,0,0,0,0,0,0,0,0,0
"DBN1",1250.98,866.07,1857.6,947.83,1390.3,80.57,620.67,827.875,718.08,836.53,1044.52,2573.425,2335.28
"RNF152",137.14,150.17,229.72,107.38,629.36,348.71,80.57,94.01,111.99,173.85,59.76,88.265,137.14
"ZNF439",95.34,120.94,59.13,98.73,98.76,11.82,120.1,94.68,40.36,69.28,169.07,127,153.34
"RNF215",204.07,236.21,363.56,157.68,289.02,153.34,208.38,317.485,96.01,130.145,332.14,412,290.07
"SPTBN5",58.71,35.76,10.31,8.92,12.695,11.13,15.11,21.785,33.3,16.51,46.5,14.14,92.05
"DNAJC15",361.04,432.53,547.75,607.87,546.01,493.56,426.57,235.39,325.29,567.1,387.02,330.99,438.59
"OTC",3.26,2.43,8.78,51.71,0,4736.79,17.25,0,0,24.9,4.58,12.88,3.69
"NRROS",77.79,127,73.54,73.54,77.81,46.5,264.03,41.37,36.79,66.415,49.56,122.645,118.845
"AP000304.12",0,0,0,0,0,0,0,0,0,0,0,0,0
"XKR4",6.31,0.85,9.85,7.94,2.46,0.24,0.75,3.855,1.17,5.085,1.16,1.68,17
"CLSPN",9.85,10.71,8.38,15,6.135,2.01,12.36,5.73,29.06,16.09,4.6,2.89,42.11
"INO80E",1135.2,1015.93,1340.84,1340.84,964.415,679.29,1127.35,1264.075,1023,1299.64,1407.55,1392.995,1467.405
"MRPL4",1208.34,802.41,1073.91,1407.55,1308.75,1487.87,961.07,1151.06,1561.89,1493.045,1159.07,1255.335,1628.26
"CHD8",825,941.27,860.08,642.59,649.325,371.22,785.88,816.465,743.43,767.025,825,957.75,825
"AC137932.1",7.94,8.45,14.35,13.52,3.765,5.96,12,7.75,5.73,9.665,14.56,10.315,31.22
"AL589739.1",1.77,16.15,7.46,2.25,13.205,1.81,3.92,4.58,1.36,1.61,46.34,20.86,6.035
"LRRC39",10.08,15.34,15.56,11.38,6.14,8.58,12.45,11.955,30.78,7.115,19.46,12.595,27.355
"UBE2G2",1081.39,1225.22,934.76,1143.1,1096.5,728.11,1111.82,957.75,780.44,947.83,1233.75,1104.13,1628.26
"UQCR10",3039.3,2224.63,3212.66,4152.18,4167.825,3665.02,3257.52,4038.61,3515.68,4419.945,3039.3,2486.625,2720.15
"SERPINA9",0,0,0,0,0,1.93,0,0,0,0,0,0,0
"SGCE",780.44,1709.26,1259.69,775.05,767.135,264.03,1135.2,543.96,164.42,348.715,723.08,1336.205,944.55
"PINLYP",269.6,208.38,438.59,152.28,395.215,30.78,221.86,291.04,249.73,161.08,363.56,518.16,282.07
"CMBL",363.56,759.08,190.34,1225.22,2865.505,4181.07,351.14,816.5,172.65,1019.465,435.55,480.14,341.51
"PI16",4639.29,1127.35,1268.46,224.97,50.66,8.99,137.14,338.065,212.78,333.315,480.14,91.095,1304.18
"THSD7B",8.19,40.64,20.71,2.76,18.37,1.5,3.38,13.03,8.45,3.365,10.67,3.89,7.46
"C11orf83",171.45,147.06,303.44,293.07,262.205,229.72,164.42,373.81,320.8,261.29,188.365,250.605,260.38
"FAM198A",108.9,121.79,409.15,65.72,32.36,165.57,59.13,61.25,32.59,38.67,43.17,205.505,215.02
"CD69",409.15,178.77,183.82,127.89,50.83,86.43,555.41,118.86,100.13,120.95,151.75,102.26,92.74
"KRT81",2.46,153.34,12.55,3.76,0.81,1.04,3.86,5.87,13.32,2.86,23.85,4.295,5.085
"PRKX",125.24,241.19,289.02,169.07,381.37,42.71,201.25,159.35,291.04,126.12,1005.415,148.09,470.14
"NIPSNAP3B",50.63,214.27,143.01,28.86,66.46,16.39,46.18,90.77,43.32,45.37,131.055,147.575,87.65
"JUND",5711.87,3395.89,8078.22,3491.39,3008.02,3847.29,5255.91,3303.085,1936.53,5832.05,4343.605,5933.9,4343.605
"RASSF1",563.18,693.58,728.11,540.19,369.95,285.03,890.44,553.485,450.94,478.375,559.28,700.845,740.86
"ANKRD13A",567.1,703.28,748.61,665.29,674.845,256.78,854.13,595.34,656.11,616.37,1073.91,413.435,842.36
"RAX",0,0,0,0,0,0,0,0,0,0,0,0,0.32
"CCNG2",836.53,1857.6,551.56,616.37,1393.06,91.41,555.41,1250.98,819.3,446.27,748.61,672.35,1639.59
"CCL15-CCL14",555.41,58.71,1870.53,1295.13,388.865,2485.67,420.68,76.29,17.51,100.13,74.58,1048.91,225.865
"DEFB4A",0,0,0,0,0,0,11.73,0,0,0,0,0,176.29
"PHF21A",381.68,486.75,507.46,379.04,245.46,117.6,423.61,429.54,291.04,399.32,485.065,511.05,618.52
"DDX28",163.28,171.45,173.85,159.9,191.035,167.9,159.9,133.83,208.38,148.09,137.62,199.85,178.77
"SPATA2L",178.77,111.99,139.07,175.07,215.785,249.73,215.77,146.03,147.06,228.13,194.36,183.185,169.07
"C17orf107",41.52,92.7,68.55,22.1,52.3,63.89,44.89,144.01,44.89,56.68,39.085,55.885,33.3
"FAM155B",7.06,11.64,14.45,6.94,29.4,1.64,1.89,66.415,13.12,22.51,339.15,13.775,16.755
"COQ4",825,866.07,1286.18,1135.2,1281.735,1216.75,928.3,1402.755,1304.15,1259.69,1909.85,998.465,1628.26
"ZNF519",52.82,106.63,90.14,68.07,30.16,11.13,44.25,62.34,40.36,43.94,76.44,130.15,101.54
"HNRNPLL",500.46,624.99,555.41,532.74,498.755,202.66,567.1,532.755,348.71,454.09,647.07,595.355,743.43
"OSBPL10",612.11,251.48,175.07,162.14,412.01,28.65,190.34,266.815,205.5,201.25,99.08,232.945,384.34
"TAS2R31",3.86,5.19,2.61,2.94,3.185,0.68,3.23,4.48,0.82,2.205,5.82,6.31,8.125
"TTPAL",139.07,146.03,161.02,85.22,123.935,307.69,98.73,128.34,125.24,102.61,187.055,106.265,134.3
"HOXB13",59.55,0,5.32,50.27,0.205,0,0,1832.01,0,0,0,0,0.52
"TCF3",759.08,748.61,1151.06,915.51,488.585,283.05,642.59,703.28,775.05,761.72,878.17,1062.85,723.08
"SORCS2",105.15,57.49,141.02,49.56,219.565,43.63,131.51,62.14,59.55,27.54,106.63,42.87,106.26
"PHLDB2",620.67,629.35,277.2,426.57,794.22,500.46,547.75,352.38,172.65,239.52,164.425,476.815,1131.275
"MRPL22",728.11,848.22,947.83,974.5,918.695,961.07,775.05,777.745,830.75,921.88,866.07,1008.9,909.17
"ARSD",441.64,780.44,432.53,389.72,1355.07,660.68,612.11,813.65,409.15,620.67,658.395,500.475,420.68
"SSTR2",25.17,43.94,15.22,32.13,130.755,31.45,11.82,30.46,5.87,26.375,24.72,17.665,32.59
"AL353608.1",0,0,0,0,0,0,0,0,0,0,0.385,0,0
"PIGS",934.76,1295.13,718.08,1286.18,1911,239.52,1225.22,1096.5,1001.93,1111.82,1104.13,718.08,1037.29
"TSR2",1023,1001.93,1135.2,1015.93,1442.15,796.86,1059.11,1290.655,941.27,710.645,1617,1290.655,1066.48
"FAM83E",87.65,76.17,55.49,256.78,10.96,5.87,547.75,127.895,341.51,653.845,2.15,13.89,426.57
"NMT1",1487.87,1388.16,934.76,1096.5,971.18,1096.5,1167.14,1026.56,1199.98,2400.97,1135.2,951.13,1508.65
"GALNT3",170.25,693.58,135.24,232.94,454.185,30.12,457.25,601.605,808,703.28,591.22,87.65,928.3
"LGMN",3280.18,2417.67,1561.89,2209.26,2768.525,1883.54,3690.52,1813.065,1519.15,2141.395,3384.16,1286.305,1457.23
"DCTN3",1883.54,2018.8,2935.74,2047,2359.825,1437.15,2209.26,2664.15,2520.38,2240.11,2673.42,2600.285,2209.26
"EMC1",429.54,551.56,403.5,417.77,538.32,307.69,493.56,505.705,450.94,428.055,452.515,486.75,500.46
"GLTSCR1L",181.28,327.56,220.32,177.53,145.02,71,176.29,214.27,133.36,178.155,248.865,226.565,228.13
"B3GNT8",181.28,71.5,92.7,438.59,136.2,12.64,490.14,114.37,269.6,210.575,36.79,89.825,796.86
"RHBDL2",187.71,51.35,22.75,87.65,22.425,4.58,30.78,61.69,371.22,173.27,16.21,15.97,612.11
"RP11-296A16.1",0,2.78,4.06,4.35,0,0,0,2.295,3.76,2.635,0,0,5.23
"GPR35",21.78,23.76,38.95,381.68,29.855,12.64,40.07,25.63,28.24,258.58,31,52.82,104.79
"DEAF1",583.07,591.22,1111.82,432.53,672.255,260.38,429.54,748.61,669.92,684.02,1277.29,816.465,860.08
"C22orf24",2.03,3.35,4.24,4.46,3.015,1.1,3.69,3.045,1.77,3.56,4.5,4.66,3.775
"TIMP1",6887.62,6607.01,17197.56,3639.7,4024.85,6561.36,9344.14,10405.635,4836.35,6471.64,3794.3,11544.78,5872.48
"ACKR4",138.1,143.01,8.85,41.22,38.845,12.55,208.38,13.88,47.17,180.02,17.51,48.355,55.7
"EPB41",490.14,507.46,190.34,414.87,396.575,325.29,426.57,395.185,426.57,624.99,400.71,254.115,612.11
"HIST1H2BC",53.19,52.82,56.28,61.25,120.64,226.54,104.42,398.085,148.09,102.61,83.45,25.09,303.44
"FTH1",88291.3,123144.13,116501.39,115696.65,66489.76,77396.54,156954.93,61146.25,43840.21,102836.01,80125.95,70245.495,98989.925
"RGL4",22.26,12.45,6.26,20.86,6.89,15.91,47.17,10.2,12.93,22.51,14.56,13.98,11.64
"LDLRAD3",44.89,486.75,147.06,50.98,58.75,22.26,74.58,279.145,178.77,91.735,48.18,233.79,163.28
"KLRB1",92.05,69.52,73.54,66.65,21.025,84.63,166.73,37.455,43.02,80.57,36.79,54.14,26.1
"CEP250",249.73,214.27,239.52,205.5,141.525,75.11,180.02,279.145,204.07,217.27,229.72,292.055,299.25
"HKDC1",5.15,0.97,22.1,52.08,286.065,47.17,87.03,2.695,2.43,19.25,135.715,20.79,5.77
"UQCRFS1",2287.2,1769.57,2119.22,3564.78,4434.895,2573.36,1561.89,1656.745,2682.69,3007.875,1354.875,1645.295,2287.2
"RHOXF2",0.19,0,1.14,0,0.265,0,0,0.15,0,0,0.38,0,0.675
"IL18",441.64,144.01,147.06,521.76,555.465,133.36,848.22,167.365,896.64,500.475,112.38,93.025,2520.38
"PBRM1",387.02,563.18,400.71,314.17,234.575,166.73,343.89,368.655,373.81,373.81,392.44,339.15,426.575
"FOXN4",0.71,0.57,63.89,1.27,3.47,2.48,0.73,1.035,0,0,0,4.865,2.19
"CFLAR",890.44,1447.15,532.74,1331.57,1373.805,802.41,2720.15,938.015,1359.57,1268.46,1769.57,860.1,2925.595
"FBXL5",1477.58,2119.22,2104.58,1135.2,2627.46,884.29,1697.45,1733.13,1250.98,1183.45,1909.85,1369.07,1457.23
"RP11-613M10.8",0,0,0,0,0,0,0,0,0,0,0,1.11,0
"SERINC4",15.8,13.03,11.73,13.83,17.51,4.82,15.11,25.445,5.96,5.04,28.14,10.63,21.63
"TM6SF2",8.71,11.64,66.65,55.89,43.025,1088.92,11.47,11.425,3.06,73.55,4.64,15.47,18.495
"C11orf48",1857.6,1304.15,2255.7,2018.8,1685.875,1561.89,1685.71,2376.135,1909.85,1984.12,1639.59,1583.745,1757.34
"C19orf81",0,4.03,44.57,2.36,8.615,0,8.38,31.67,1.85,6.415,12.93,25.17,8.25
"ALDH6A1",221.86,579.04,208.38,323.03,2682.945,4268.94,318.57,662.985,237.86,553.485,397.93,330.99,521.77
"TSC22D2",775.05,503.95,384.34,339.14,447.83,403.5,476.71,332.14,423.61,414.87,498.73,402.105,612.11
"REN",14.56,1.16,18.56,0,629.725,10.79,15.68,2.985,6.21,0,0.6,63.9,3.35
"ZWILCH",127,127,154.42,104.42,108.14,43.94,90.14,97.02,139.07,98.045,76.17,98.385,169.07
"RPA1",1340.84,1628.26,1388.16,1001.93,902.905,493.56,1037.29,1354.875,1216.75,761.72,1175.27,1354.875,1051.79
